CleanArea,DistrictCode,Area,DistrictBroken,TotalPopulation2011,TotalMales2011,TotalFemales2011,MarginalWorkers2011,MarginalWorkersMale2011,MarginalWorkersFemale2011,PerMarginalWorkers2011,PerMarginalMale2011,PerMarginalFemale2011,PerMarginalWorkersMale2011,PerMarginalWorkersFemale2011,Agriculture2011,Manufacturing2011,WholesaleRetail2011,Construction2011,Services2011,NonAgriculture2011,TotalPopulation2001,TotalMales2001,TotalFemales2001,MarginalWorkersTotal2001,MarginalWorkersMale2001,MarginalWorkerFemale2001,PerMarginalWorkers2001,PerMarginalMale2001,PerMarginalFemale2001,PerMarginalWorkersMale2001,PerMarginalWorkersFemale2001,Agriculture2001,Manufacturing2001,WholesaleRetail2001,Construction2001,Services2001,NonAgriculture2001,,PPChangeinMarginal,PPChangeinMarginalMale,PPChangeinMarginalFemale,PPChangeinFemaleParticipation,PPChangeAgriculture,PPChangeinManufacturing,PPChangeinWholesale,PPChangeinConstruction,PPChangeinServices
Raigarh,403,District - Raigarh ,0,1493984,750278,743706,205213,75306,129907,13.73595701,10.03707959,17.46752077,36.69650558,63.30349442,92.33869199,2.041780979,0.981419306,1.635373977,3.002733745,7.661308007,1265529,634597,630932,20567,8785,11782,1.625170186,1.384343134,1.867396169,42.7140565,57.2859435,73.14144017,11.66431662,3.048572957,1.103709826,11.04196042,26.85855983,,12.11078683,8.652736455,15.6001246,6.017550916,19.19725182,-9.622535645,-2.067153651,0.531664151,-8.039226677
Korba,404,District - Korba ,0,1206640,612915,593725,171104,73039,98065,14.18020288,11.91666055,16.51690597,42.68690387,57.31309613,88.94941088,2.372825884,0.946792594,3.646904806,4.084065831,11.05058912,1011823,515147,496676,13944,6327,7617,1.378106645,1.228193118,1.533595342,45.37435456,54.62564544,80.33562823,9.473608721,2.524383247,0.186460126,7.479919679,19.66437177,,12.80209623,10.68846743,14.98331063,2.68745069,8.613782657,-7.100782837,-1.577590653,3.46044468,-3.395853847
Janjgir - Champa,405,District - Janjgir - Champa ,0,1619707,815717,803990,383886,159470,224416,23.70095332,19.54967225,27.91278498,41.54097831,58.45902169,92.3623159,1.941201294,0.804405475,1.83023085,3.061846486,7.637684104,1317431,659388,658043,207877,63962,143915,15.77896679,9.700206858,21.87015134,30.76915676,69.23084324,88.79914565,7.221097091,1.079484503,0.865415606,2.034857151,11.20085435,,7.921986528,9.849465393,6.042633642,-10.77182155,3.563170247,-5.279895797,-0.275079028,0.964815243,1.026989335
Bilaspur,406,District - Bilaspur ,0,2663629,1351574,1312055,102502,38012,64490,26.83607536,19.71944969,34.08706499,37.08415446,62.91584554,88.68997678,1.656553043,0.611695382,4.360890519,4.680884275,11.31002322,1998355,1013875,984480,57358,23090,34268,2.870260789,2.27740106,3.480822363,40.2559364,59.7440636,67.39600404,19.90655183,2.188012134,6.579727327,3.929704662,32.60399596,,23.96581457,17.44204863,30.60624263,3.171781944,21.29397274,-18.24999879,-1.576316753,-2.218836807,0.751179613
Kabeerdham,407,District - Kabeerdham ,0,822526,412058,410468,87214,34039,53175,10.60319066,8.260730286,12.95472485,39.02928429,60.97071571,95.14068842,0.921870342,0.527438255,1.583461371,1.82654161,4.859311578,584552,291963,292589,146376,49373,97003,25.04071494,16.91070444,33.15333112,33.73025633,66.26974367,66.86478658,22.9819096,1.760534514,3.9405367,4.452232606,33.13521342,,-14.43752428,-8.649974153,-20.19860627,-5.299027963,28.27590184,-22.06003926,-1.233096259,-2.357075329,-2.625690996
Rajnandgaon,408,District - Rajnandgaon ,0,1537133,762855,774278,204241,77721,126520,13.28713911,10.18817469,16.3403842,38.05357396,61.94642604,93.12283038,1.637281447,0.764782781,1.417932736,3.057172654,6.877169618,1283224,634342,648882,56504,19366,37138,4.403284228,3.052927285,5.72338268,34.27367974,65.72632026,90.73693898,4.443933173,0.633583463,2.371513521,1.814030865,9.263061022,,8.883854881,7.135247401,10.61700152,-3.779894225,2.385891404,-2.806651726,0.131199318,-0.953580785,1.243141789
Durg,409,District - Durg ,0,3343872,1682101,1661771,289843,118492,171351,8.667885613,7.044285688,10.31134856,40.88144271,59.11855729,86.97018731,2.92365177,1.428359491,3.28522683,5.392574601,13.02981269,2810436,1417893,1392543,258130,90977,167153,9.184695898,6.416351586,12.00343544,35.24464417,64.75535583,85.39069461,5.473211173,1.604230427,4.099872157,3.431991632,14.60930539,,-0.516810285,0.627934101,-1.692086886,-5.636798541,1.579492697,-2.549559403,-0.175870935,-0.814645328,1.960582969
Raipur,410,District - Raipur ,0,4063872,2048186,2015686,498717,220498,278219,12.27196624,10.76552618,13.80269546,44.21305069,55.78694931,87.56709717,2.342410626,1.215117993,2.851516993,6.023857218,12.43290283,3016930,1523925,1493005,227274,80027,147247,7.53328715,5.251373919,9.862458599,35.21168281,64.78831719,84.50460677,9.264148121,1.102193828,2.085588321,3.043462957,15.49539323,,4.738679094,5.514152258,3.940236861,-9.001367873,3.062490397,-6.921737495,0.112924165,0.765928672,2.980394261
Mahasamund,411,District - Mahasamund ,0,1032754,511967,520787,158307,61095,97212,15.32862618,11.93338633,18.66636456,38.59273437,61.40726563,94.61489385,1.34485525,0.60073149,0.876145717,2.563373698,5.385106154,860257,426201,434056,400254,131728,268526,46.52725871,30.90748262,61.86436773,32.91110145,67.08889855,72.36180026,23.21800657,1.029346365,1.282935336,2.107911476,27.63819974,,-31.19863254,-18.97409629,-43.19800317,-5.68163292,22.25309359,-21.87315132,-0.428614875,-0.406789619,0.455462222
Dhamtari,412,District - Dhamtari ,0,799781,397897,401884,67341,24336,43005,8.419929956,6.116155689,10.700849,36.13845948,63.86154052,90.40109294,3.032328002,1.250352683,1.954232934,3.361993436,9.598907055,706591,352524,354067,161463,91811,69652,22.85098452,26.04390056,19.67198299,56.8619436,43.1380564,79.1803695,10.11067551,2.643330051,1.50684677,6.558778172,20.8196305,,-14.43105456,-19.92774487,-8.971133985,20.72348412,11.22072345,-7.078347509,-1.392977368,0.447386164,-3.196784736
Uttar Bastar Kanker,413,District - Uttar Bastar Kanker ,0,748941,373338,375603,103804,37727,66077,13.8601038,10.10532011,17.592245,36.34445686,63.65554314,94.28923741,1.427690648,0.554891912,1.165658356,2.562521675,5.710762591,1306673,649801,656872,94850,48447,46403,7.258893388,7.455667197,7.064237781,51.07749077,48.92250923,81.1259884,5.32946758,3.739588824,1.96626252,7.838692673,18.8740116,,6.601210412,2.649652915,10.52800722,14.73303391,13.16324901,-3.901776933,-3.184696913,-0.800604164,-5.276170997
Bastar,414,District - Bastar ,Y,1413199,698487,714712,331715,116302,215413,23.47263195,16.65056043,30.13983255,35.06082028,64.93917972,93.73438042,1.567912214,0.512186666,2.261881434,1.923639269,6.265619583,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,-2.878612459,-4.440686159,-1.210467716,0.718096277,-7.860441399,-1.110603191,0.646995595,1.508775526,6.81527347
Narayanpur,415,District - Narayanpur ,Y,139820,70104,69716,29033,10399,18634,20.76455443,14.83367568,26.7284411,35.81786243,64.18213757,93.47983329,0.802535046,0.389212276,1.835841973,3.492577412,6.520166707,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,-2.878612459,-4.440686159,-1.210467716,0.718096277,-7.860441399,-1.110603191,0.646995595,1.508775526,6.81527347
Dakshin Bastar Dantewada,416,District - Dakshin Bastar Dantewada ,Y,533638,264142,269496,102207,33517,68690,19.15287142,12.68900818,25.48831894,32.79325291,67.20674709,93.82136253,0.807185418,0.375708122,2.405901748,2.589842183,6.178637471,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,-7.177840523,-7.513733386,-6.917462734,-2.539495633,-10.8057663,-0.043041793,0.60216127,1.113633952,9.133012868
Bijapur,417,District - Bijapur ,Y,255230,128663,126567,65187,26808,38379,25.54049289,20.83582693,30.32306999,41.12476414,58.87523586,96.27226287,0.418795159,0.151870772,0.857532944,2.299538251,3.727737126,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,-7.177840523,-7.513733386,-6.917462734,-2.539495633,-10.8057663,-0.043041793,0.60216127,1.113633952,9.133012868
Sheopur,418,District - Sheopur ,0,687861,361784,326077,81412,30747,50665,11.83553072,8.498717467,15.53774109,37.76715963,62.23284037,89.472068,1.900211271,1.434677934,3.12238982,4.070652975,10.527932,559495,295297,264198,179508,89465,90043,32.08393283,30.29661663,34.08163574,49.83900439,50.16099561,67.34295965,14.1548009,5.480535686,3.759721015,9.261982753,32.65704035,,-20.24840211,-21.79789916,-18.54389466,12.07184476,22.12910835,-12.25458963,-4.045857752,-0.637331196,-5.191329778
Morena,419,District - Morena ,0,1965970,1068417,897553,155070,76762,78308,7.887709375,7.184647942,8.724610134,49.50151544,50.49848456,77.64364481,5.557490166,1.898497453,5.186689882,9.713677694,22.35635519,1592714,874089,718625,100423,67635,32788,6.305149575,7.73777041,4.562602192,67.35010904,32.64989096,69.55677484,10.15106101,5.466875118,4.705097438,10.12019159,30.44322516,,1.5825598,-0.553122468,4.162007943,17.84859359,8.086869963,-4.593570846,-3.568377665,0.481592444,-0.406513896
Bhind,420,District - Bhind ,0,1703005,926843,776162,98774,67933,30841,5.799982971,7.329504565,3.973526145,68.77619616,31.22380384,77.39789823,4.925385223,2.772996943,4.781622694,10.12209691,22.60210177,1428559,780902,647657,95849,45185,50664,6.709488373,5.786257431,7.822659216,47.14185855,52.85814145,77.37378585,8.830556396,2.941084414,4.317207274,6.537366065,22.62621415,,-0.909505401,1.543247135,-3.849133071,-21.63433762,0.024112382,-3.905171173,-0.168087472,0.46441542,3.584730843
Gwalior,421,District - Gwalior ,0,2032036,1090327,941709,125490,69641,55849,6.175579567,6.387166419,5.930600642,55.49525859,44.50474141,61.27659574,8.030918798,4.185990916,9.375249024,17.13124552,38.72340426,1632109,883317,748792,149835,58515,91320,9.180453021,6.624462113,12.19564312,39.05295825,60.94704175,80.42513431,8.372543131,1.995528415,3.324323422,5.882470718,19.57486569,,-3.004873455,-0.237295694,-6.265042474,-16.44230033,-19.14853857,-0.341624332,2.190462501,6.050925601,11.2487748
Datia,422,District - Datia ,0,786754,420157,366597,73854,27493,46361,9.387178203,6.543506356,12.64631189,37.22614889,62.77385111,85.48622959,4.225905164,1.344544642,3.256424838,5.686895767,14.51377041,628240,338232,290008,78612,49506,29106,12.51305234,14.63669907,10.03627486,62.9751183,37.0248817,75.83702234,14.21920318,2.380043759,2.298631252,5.265099476,24.16297766,,-3.125874134,-8.093192715,2.610037029,25.74896941,9.649207251,-9.993298011,-1.035499117,0.957793586,0.421796291
Shivpuri,423,District - Shivpuri ,0,1726050,919795,806255,181504,66338,115166,10.51557023,7.212259253,14.28406646,36.54905677,63.45094323,84.59978843,3.331056065,1.445698166,3.729394394,6.894062941,15.40021157,1441950,776190,665760,95470,64990,30480,6.620895315,8.372949922,4.578226388,68.07374044,31.92625956,61.18885514,12.76002933,7.662092804,7.072378758,11.31664397,38.81114486,,3.894674917,-1.160690669,9.705840068,31.52468367,23.4109333,-9.428973264,-6.216394638,-3.342984364,-4.422581031
Tikamgarh,424,District - Tikamgarh ,0,1445166,760355,684811,184874,66962,117912,12.79257885,8.806675829,17.21818137,36.22034467,63.77965533,83.58395448,3.282235468,1.064508801,6.881984487,5.187316767,16.41604552,1202998,637913,565085,479456,165294,314162,39.85509535,25.91168388,55.59552988,34.47532203,65.52467797,84.02272576,6.219131683,2.062337316,2.876802042,4.819003204,15.97727424,,-27.06251651,-17.10500805,-38.37734851,-1.745022636,-0.438771279,-2.936896214,-0.997828515,4.005182444,0.368313563
Chhatarpur,425,District - Chhatarpur ,0,1762375,936121,826254,198256,78371,119885,11.2493652,8.371887822,14.50946077,39.53020337,60.46979663,78.36534582,5.786457913,1.545476556,8.463804374,5.838915342,21.63465418,1474723,788933,685790,92905,27014,65891,6.299827154,3.424118398,9.608043279,29.07701415,70.92298585,90.8939239,3.289381626,1.585490555,2.02141973,2.209784188,9.106076099,,4.949538049,4.947769424,4.901417493,-10.45318922,-12.52857809,2.497076287,-0.040013999,6.442384644,3.629131154
Panna,426,District - Panna ,0,1016520,533480,483040,155486,70032,85454,15.29591154,13.12738997,17.69087446,45.04071106,54.95928894,83.52391855,4.491722727,0.94413645,6.379995627,4.660226644,16.47608145,856558,450549,406009,129037,35524,93513,15.06459574,7.884603007,23.03224805,27.53008827,72.46991173,77.76916698,14.34859769,0.738547858,5.102412486,2.041274983,22.23083302,,0.231315799,5.242786961,-5.341373592,-17.51062279,5.754751569,-9.856874962,0.205588591,1.27758314,2.618951661
Sagar,427,District - Sagar ,0,2378458,1256257,1122201,226207,96510,129697,9.510657745,7.682345253,11.55737698,42.6644622,57.3355378,68.51379489,19.55200325,1.467682256,4.334083384,6.13243622,31.48620511,2021987,1073205,948782,64264,19197,45067,3.178259801,1.788754245,4.749984717,29.87209013,70.12790987,89.11676833,7.039711191,0.866737209,1.314888585,1.661894684,10.88323167,,6.332397945,5.893591007,6.807392259,-12.79237207,-20.60297344,12.51229206,0.600945047,3.019194799,4.470541535
Damoh,428,District - Damoh ,0,1264219,661873,602346,184516,80408,104108,14.59525604,12.14855418,17.28375386,43.57779271,56.42220729,68.00277483,18.97613215,1.376574389,5.843395695,5.801122938,31.99722517,1083949,570229,513720,88137,28146,59991,8.131102109,4.935911713,11.67776221,31.93437489,68.06562511,87.74181104,6.146113437,1.504475986,1.802875069,2.804724463,12.25818896,,6.464153934,7.212642466,5.605991651,-11.64341782,-19.73903622,12.83001871,-0.127901597,4.040520625,2.996398475
Satna,429,District - Satna ,0,2228935,1157495,1071440,299180,139538,159642,13.42255382,12.05517086,14.89976107,46.64014974,53.35985026,78.88829467,6.315930209,1.343672705,6.260445217,7.191657196,21.11170533,1870104,971396,898708,206070,72259,133811,11.01917327,7.438675885,14.88926325,35.06526908,64.93473092,86.85398166,4.714417431,1.58586888,3.438637356,3.407094677,13.14601834,,2.403380555,4.61649498,0.010497816,-11.57488066,-7.965686985,1.601512778,-0.242196174,2.821807861,3.78456252
Rewa,430,District - Rewa ,0,2365106,1225100,1140006,361090,168311,192779,15.26739182,13.73855195,16.91034959,46.611925,53.388075,81.48716386,4.642055997,1.176438007,3.251820876,9.442521255,18.51283614,1973306,1016687,956619,112284,37644,74640,5.690146384,3.702614472,7.802479357,33.52570268,66.47429732,91.84211464,2.209575719,0.897723629,3.812653628,1.237932386,8.157885362,,9.577245437,10.03593748,9.107870238,-13.08622232,-10.35495077,2.432480278,0.278714378,-0.560832753,8.204588869
Umaria,431,District - Umaria ,0,644758,330674,314084,151209,74593,76616,23.45205488,22.55786666,24.39347436,49.33105834,50.66894166,81.66577386,2.825228657,0.702339146,9.104616789,5.702041545,18.33422614,515963,265128,250835,237285,67299,169986,45.98876276,25.3835883,67.7680547,28.36209621,71.63790379,92.35265609,3.387909055,1.060328297,1.682365088,1.516741471,7.647343911,,-22.53670788,-2.825721644,-43.37458034,-20.96896212,-10.68688223,-0.562680397,-0.357989151,7.4222517,4.185300074
Neemuch,432,District - Neemuch ,0,826067,422653,403414,60413,22034,38379,7.313329306,5.21326005,9.513551835,36.47228246,63.52771754,87.46627382,2.909969709,1.939979806,2.774237333,4.909539338,12.53372618,726070,372419,353651,219997,69867,150130,30.29969562,18.76032104,42.45145638,31.75816034,68.24183966,86.38754165,3.439137806,1.574566926,4.960976741,3.637776879,13.61245835,,-22.98636632,-13.54706099,-32.93790454,-4.714122117,1.078732167,-0.529168098,0.36541288,-2.186739408,1.271762459
Mandsaur,433,District - Mandsaur ,0,1340411,682851,657560,144370,45412,98958,10.77057708,6.650352712,15.04927307,31.45528849,68.54471151,91.57234883,2.546235367,1.124194777,1.45598116,3.30123987,8.427651174,1183724,605119,578605,90694,25924,64770,7.661752233,4.284116017,11.19416528,28.58402981,71.41597019,90.47125499,3.959468102,1.007784418,2.345248859,2.216243632,9.528745011,,3.108824851,2.366236696,3.855107793,-2.87125868,1.101093837,-1.413232734,0.116410359,-0.889267699,1.084996237
Ratlam,434,District - Ratlam ,0,1455069,738241,716828,219880,90919,128961,15.11131087,12.31562593,17.99050818,41.34937238,58.65062762,90.11688194,2.082954339,1.235674004,1.999727124,4.564762598,9.883118064,1215393,620862,594531,611,352,259,0.050271805,0.056695369,0.04356375,57.61047463,42.38952537,57.44680851,11.45662848,6.873977087,10.31096563,13.91162029,42.55319149,,15.06103907,12.25893056,17.94694443,16.26110225,32.67007342,-9.373674139,-5.638303083,-8.311238506,-9.346857697
Ujjain,435,District - Ujjain ,0,1986864,1016289,970575,215186,83650,131536,10.83043429,8.230926439,13.55237874,38.87334678,61.12665322,83.57235136,5.187605142,1.863504131,2.943500042,6.433039324,16.42764864,1710982,882871,828111,17927,9527,8400,1.047760877,1.079093095,1.014356771,53.1433034,46.8566966,51.50889719,14.7431249,7.714620405,8.060467451,17.97289005,48.49110281,,9.782673416,7.151833344,12.53802197,14.26995662,32.06345417,-9.555519754,-5.851116274,-5.11696741,-11.53985073
Shajapur,436,District - Shajapur ,0,1512681,780520,732161,208974,67992,140982,13.8148096,8.711115666,19.25560089,32.53610497,67.46389503,92.37799918,2.073463684,1.006823815,1.486309302,3.055404022,7.622000823,1290685,669852,620833,888,598,290,0.068800676,0.089273451,0.046711434,67.34234234,32.65765766,16.66666667,17.68018018,15.31531532,14.63963964,35.6981982,83.33333333,,13.74600892,8.621842215,19.20888945,34.80623737,75.71133251,-15.6067165,-14.3084915,-13.15333034,-32.64279418
Dewas,437,District - Dewas ,0,1563715,805359,758356,214013,68944,145069,13.68618962,8.560654317,19.12940624,32.21486545,67.78513455,91.50331989,2.019036227,1.000406517,1.766247845,3.710989519,8.496680108,1308223,677866,630357,5862,2988,2874,0.448088743,0.440795083,0.455932115,50.97236438,49.02763562,69.82258615,7.966564313,6.789491641,4.469464347,10.95189355,30.17741385,,13.23810088,8.119859234,18.67347413,18.75749893,21.68073374,-5.947528086,-5.789085124,-2.703216502,-7.240904032
Dhar,438,District - Dhar ,0,2185793,1112725,1073068,244609,95257,149352,11.19085842,8.56069559,13.91822326,38.94255731,61.05744269,89.60954012,2.138923752,0.814360878,1.768536726,5.668638521,10.39045988,1740329,890416,849913,174585,75416,99169,10.03172389,8.469748971,11.66813544,43.19729645,56.80270355,55.59985108,15.80089928,5.199186643,5.314316808,18.0857462,44.40014892,,1.159134534,0.090946618,2.250087818,4.25473914,34.00968905,-13.66197552,-4.384825765,-3.545780082,-12.41710768
Indore,439,District - Indore ,0,3276697,1699627,1577070,130979,60410,70569,3.997287512,3.554309269,4.474690407,46.1218974,53.8781026,51.37693829,10.05733744,4.998511212,9.128944335,24.43826873,48.62306171,2465827,1289352,1176475,31215,16167,15048,1.265903894,1.253885673,1.279075203,51.7924075,48.2075925,56.21015537,13.23081852,5.260291527,9.178279673,16.12045491,43.78984463,,2.731383619,2.300423596,3.195615203,5.670510093,-4.833217086,-3.173481081,-0.261780315,-0.049335339,8.317813821
Khargone (West Nimar),440,District - Khargone (West Nimar) ,0,1873046,953121,919925,137455,51495,85960,7.338581113,5.402776772,9.34424002,37.46316976,62.53683024,88.50969408,2.77981885,1.409188462,2.143974392,5.157324215,11.49030592,1529562,784604,744958,75738,39989,35749,4.951613599,5.096711207,4.798794026,52.79912329,47.20087671,47.29594127,19.67308352,5.750085822,12.00454197,15.27634741,52.70405873,,2.386967514,0.306065565,4.545445994,15.33595353,41.21375281,-16.89326467,-4.34089736,-9.860567582,-10.11902319
Barwani,441,District - Barwani ,0,1385881,699340,686541,128123,44091,84032,9.244877446,6.304658678,12.23990993,34.41302498,65.58697502,92.58134761,2.144033468,0.948307486,1.369777479,2.956533956,7.418652389,1081441,548609,532832,97356,46420,50936,9.002432865,8.461399649,9.559485917,47.6806771,52.3193229,70.50823781,11.47951847,3.472821398,6.397140392,8.142281934,29.49176219,,0.242444581,-2.156740971,2.680424009,13.26765212,22.0731098,-9.335485,-2.524513912,-5.027362913,-5.185747979
Rajgarh,442,District - Rajgarh ,0,1545814,790212,755602,273909,98387,175522,17.7194022,12.45070943,23.22942501,35.91959373,64.08040627,90.88492894,1.966346487,0.818885104,1.726120719,4.603718753,9.115071064,1254085,649106,604979,38405,17228,21177,3.062392103,2.654111963,3.500452082,44.85874235,55.14125765,62.58039318,10.04035933,4.608774899,6.103371957,16.66710064,37.41960682,,14.6570101,9.796597467,19.72897293,8.939148618,28.30453576,-8.074012841,-3.789889795,-4.377251238,-12.06338188
