stcode11,ac_no,st_name,ac_name,pc_name,Households,Population,Males,Females,SCPopulation,MaleSCPopulation,FemaleSCPopulation,STPopulation,MaleSTPopulation,FemaleSTPopulation,Literates,MaleLiterates,FemaleLiterates,Illiterates,MaleLiterates,FemaleIlliterates,TotalWorkers,FulltimeWorkers,MaleFulltimeWorkers,FemaleFulltimeWorkers,ParttimeWorkers,AgriculturalWorkers,DilapidatedHouses,HouseholdswithAccesstoTap,HouseholdswithElectricLighting,HouseholdswithKerosene,HouseholdswithIndoorToilets,HouseholdswithFirewood,HouseholdswithLPG,HouseholdswithTV,HouseholdswithMobile,Householdswith2wheelers,Householdswith4wheelers
23,78,MADHYA PRADESH,Sihawal,Sidhi,65093,319677,162544,157133,35901,18190,17711,81671,41420,40251,159869,95708,64161,159808,66836,92972,134321,86173,59881,26292,48148,110838,1099,1044,23276,41355,3148,56436,1113,5012,22067,4008,857
23,79,MADHYA PRADESH,Chitrangi,Sidhi,67063,334587,172889,161698,34636,17889,16747,148962,76739,72222,151356,92453,58903,183230,80436,102794,150153,97181,61385,35796,52971,134658,1182,976,11626,54388,1677,61357,693,2892,16529,3355,704
23,8,MADHYA PRADESH,Ambah,Morena,47876,271501,145869,125632,68733,36832,31901,319,171,147,177092,106855,70236,94409,39013,55395,95722,72055,61754,10300,23666,58452,2156,2120,12657,35035,9526,25039,6331,10792,26829,6679,749
23,80,MADHYA PRADESH,Singrauli,Sidhi,60196,294233,154867,139365,39126,20246,18879,43025,22094,20931,177223,105941,71281,117010,48925,68084,97387,77314,63659,13654,20073,33199,1446,15050,37310,22304,23801,27404,21334,27317,33704,21845,5264
23,81,MADHYA PRADESH,Devsar,Sidhi,71285,341423,179613,161810,54192,28205,25987,98242,49973,48269,160953,103605,57348,180470,76008,104462,155149,107948,73754,34194,47201,124093,1580,460,16444,54080,1385,63055,726,3712,19461,5566,673
23,82,MADHYA PRADESH,Dhauhani,Sidhi,86634,373298,190396,182902,33017,16694,16323,166649,83940,82709,182760,108481,74279,190538,81915,108623,172785,99146,65096,34050,73639,151579,2021,704,20681,64427,2316,83617,499,3776,16339,3711,533
23,83,MADHYA PRADESH,Beohari,Sidhi,92002,389604,197923,191681,33479,16908,16571,173616,87222,86394,209025,123191,85834,180579,74732,105847,185721,78140,54043,24097,107581,153650,2906,1561,30202,61057,8096,86572,2470,7522,22113,6337,811
23,84,MADHYA PRADESH,Jaisinghnagar,Shahdol,71475,304476,154029,150446,20096,10269,9826,137589,68335,69253,180562,102236,78325,123914,51793,72120,141355,80099,54627,25472,61255,90593,2228,6468,40927,30247,16490,58348,10811,18396,20953,11053,1531
23,85,MADHYA PRADESH,Jaitpur,Shahdol,77372,324307,163743,160564,32752,16635,16117,151966,75049,76917,184527,106479,78047,139780,57263,82516,147909,68498,51063,17434,79411,103068,1785,10942,36458,40268,16059,61651,9298,16583,19409,10802,1225
23,86,MADHYA PRADESH,Kotma,Shahdol,52958,234962,119563,115398,30248,15365,14882,70103,34664,35438,147806,85372,62434,87155,34191,52964,92717,56859,45305,11554,35857,49971,932,14019,30657,22070,15503,34323,12733,20141,21733,15024,1405
23,87,MADHYA PRADESH,Anuppur,Shahdol,58008,255162,129489,125673,25174,12798,12376,91269,45124,46145,156003,90534,65469,99158,38954,60204,107119,70744,52175,18568,36375,64484,1373,10314,38871,18479,13082,44771,9643,18362,21043,11626,1102
23,88,MADHYA PRADESH,Pushprajgarh,Shahdol,62244,270215,135828,134387,19688,10036,9652,197722,98481,99241,140623,82648,57975,129592,53180,76412,150073,101966,59365,42601,48107,132791,1113,2694,15050,46961,3154,58856,2242,4822,10157,3630,566
23,89,MADHYA PRADESH,Bandhavgarh,Shahdol,67465,305231,156985,148246,27802,14448,13354,145851,73762,72089,168759,100368,68391,136472,56617,79855,130931,68183,50430,17753,62748,94033,2497,9497,36052,31058,10615,58462,7729,12639,17211,7959,845
23,9,MADHYA PRADESH,Ater,Bhind,53858,311883,169155,142728,52394,28508,23886,282,144,137,204091,124520,79570,107792,44634,63157,91989,74755,68885,5869,17234,76628,2804,1525,7027,46297,5074,38692,1438,7128,30547,7089,626
23,90,MADHYA PRADESH,Manpur,Shahdol,85765,376502,192447,184055,33019,16826,16193,167454,84436,83018,210322,123044,87278,166179,69402,96777,173596,81956,59310,22645,91640,123215,3254,6809,38190,46813,12885,75994,7600,13569,21126,9130,1348
23,91,MADHYA PRADESH,Barwara,Shahdol,78613,343933,175988,167945,36418,18566,17852,115768,58253,57515,198593,118020,80573,145340,57968,87372,157171,79134,55849,23285,78037,116805,3390,3453,39651,38598,6461,75941,1610,11057,16900,4511,410
23,92,MADHYA PRADESH,Vijayraghavgarh,Khajuraho,64814,290250,148430,141820,31690,16205,15485,83254,41912,41342,166546,99161,67385,123704,49269,74435,122637,68066,51664,16402,54571,90206,2017,2940,29059,35510,6494,60287,2797,9692,17833,5064,525
23,93,MADHYA PRADESH,Murwara,Khajuraho,69279,322410,166820,155590,42359,21647,20712,41347,20753,20594,227004,126993,100011,95406,39827,55579,114686,88565,71703,16862,26121,20384,1956,18895,58878,9900,34518,35522,30312,42216,36076,20298,2456
23,94,MADHYA PRADESH,Bahoriband,Khajuraho,156570,665305,340276,325029,94937,48432,46505,141068,71111,69957,412012,240193,171818,253292,100082,153210,304285,180689,125597,55091,123596,206214,8947,15789,112793,43196,30472,144163,9627,36457,45669,14458,1430
23,95,MADHYA PRADESH,Patan,Jabalpur,39805,171869,89197,82671,26566,13815,12750,25922,13243,12678,113111,64745,48365,58758,24451,34306,74511,48539,36714,11825,25971,55363,2034,6815,33732,5872,12055,33317,4079,15926,14932,6400,946
23,96,MADHYA PRADESH,Bargi,Jabalpur,78195,356938,184722,172215,47814,24903,22911,87190,44458,42732,227681,131086,96594,129257,53636,75620,156185,110294,80699,29595,45890,108534,5017,14566,63969,13818,30980,62282,12684,29328,26909,13973,2174
23,97,MADHYA PRADESH,Jabalpur Purba,Jabalpur,14906,70945,36701,34244,10264,5303,4961,3531,1831,1699,55592,29838,25753,15353,6863,8490,25468,21876,17148,4728,3591,770,364,10162,14318,488,12677,3311,10574,12178,8730,7488,1418
23,98,MADHYA PRADESH,Jabalpur Uttar,Jabalpur,24471,116866,60501,56364,17189,8890,8298,5507,2860,2646,91429,49137,42292,25437,11364,14072,42071,35939,28181,7757,6131,1315,618,16047,23466,818,20657,5639,17113,19774,14293,12052,2290
23,99,MADHYA PRADESH,Jabalpur Cantt,Jabalpur,105226,505685,265758,239926,74115,38217,35897,24070,12417,11653,398540,218147,180392,107144,47611,59533,187443,161174,128510,32663,26269,6499,2815,69662,100950,3610,86748,23715,73820,85761,61209,51758,9872
