file,date,person,Environment,Agriculture,Army,Economy,Development,Employment,Poverty,Terrorism,Corruption,Education,Health,Hinduism,Minorities,Religion
129_June_4_2005_Mumbai.txt,6/4/2005,mms,9.345794393,0,0,0,46.72897197,0,0,0,0,9.345794393,0,0,0,0
133_June_10_2005_Leh.txt,6/10/2005,mms,0,0,0,0,49.14004914,0,0,0,0,49.14004914,24.57002457,0,0,0
134_June_11_2005_Kargil.txt,6/11/2005,mms,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135_June_11_2005_Leh.txt,6/11/2005,mms,0,0,0,0,238.0952381,0,0,0,0,0,0,0,0,0
131_June_12_2005_Parthapur.txt,6/12/2005,mms,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132_June_15_2005_New_Delhi.txt,6/15/2005,mms,5.399568035,0,0,0,32.39740821,0,0,5.399568035,0,16.19870411,5.399568035,0,0,5.399568035
136_June_27_2005_New_Delhi.txt,6/27/2005,mms,6.167129201,21.5849522,0,18.5013876,43.16990441,24.66851681,6.167129202,0,0,15.417823,33.91921061,0,0,0
137_June_28_2005_New_Delhi.txt,6/28/2005,mms,6.020469597,12.04093919,0,6.020469597,66.22516556,18.06140879,6.020469597,0,0,6.020469597,24.08187839,0,0,0
138_June_28_2005_New_Delhi.txt,6/28/2005,mms,0,7.44047619,0,22.32142857,29.76190476,0,0,7.44047619,0,7.44047619,29.76190476,0,0,0
139_June_29_2005_New_Delhi.txt,6/29/2005,mms,0,0,0,0,65.0406504,0,0,0,0,0,16.2601626,0,0,0
493_July_2_2005_Madurai.txt,7/2/2005,mms,14.41961067,0,0,21.62941601,86.51766403,7.209805335,0,0,0,7.209805335,0,0,0,0
140_July_8_2005_London.txt,7/8/2005,mms,0,0,0,0,4.646840149,0,0,27.8810409,0,4.646840149,0,0,0,4.646840149
141_July_8_2005_London.txt,7/8/2005,mms,0,0,0,0,18.41620626,0,0,18.41620626,0,0,0,0,0,0
142_July_8_2005_London.txt,7/8/2005,mms,11.09877913,0,0,0,11.09877913,0,0,33.29633739,0,0,0,0,0,0
143_July_18_2005_Washington.txt,7/18/2005,mms,0,0,0,0,0,0,0,18.28153565,0,0,18.28153565,0,0,0
144_July_19_2005_Washington.txt,7/19/2005,mms,0,0,0,10.17293998,40.69175992,0,0,20.34587996,0,0,0,0,0,0
145_July_19_2005_Washington.txt,7/19/2005,mms,3.234152652,12.93661061,3.234152652,16.17076326,29.10737387,0,3.234152652,16.17076326,0,0,3.234152652,0,3.234152652,0
146_July_19_2005_Washington.txt,7/19/2005,mms,0,0,0,32.60869565,0,0,0,0,0,0,10.86956522,0,0,0
147_July_20_2005_Washington.txt,7/20/2005,mms,6.414368185,12.82873637,0,12.82873637,12.82873637,0,0,32.07184093,0,12.82873637,0,0,6.414368185,6.414368185
148_July_23_2005_New_Delhi.txt,7/23/2005,mms,5.39083558,0,0,0,70.08086254,21.56334232,10.78167116,0,0,16.17250674,145.5525607,0,0,0
149_July_29_2005_New_Delhi.txt,7/29/2005,mms,0,0,0,7.742934572,30.97173829,0,0,7.742934572,0,0,0,0,0,0
150_July_30_2005_New_Delhi.txt,7/30/2005,mms,0,0,0,0,0,0,0,0,0,0,13.79310345,0,0,0
151_August_1_2005_New_Delhi.txt,8/1/2005,mms,0,0,0,0,0,0,19.92031873,0,0,0,0,0,9.960159363,9.960159363
152_August_2_2005_New_Delhi.txt,8/2/2005,mms,12.43781095,0,0,0,0,0,0,0,0,0,0,12.43781095,0,111.9402985
153_August_2_2005_New_Delhi.txt,8/2/2005,mms,0,0,0,8.460236887,25.38071066,8.460236887,0,0,0,59.2216582,0,0,0,0
154_August_3_2005_New_Delhi.txt,8/3/2005,mms,5.687203791,7.582938388,0,3.791469194,15.16587678,0,1.895734597,0,0,0,0,0,3.791469194,0
155_August_4_2005_New_Delhi.txt,8/4/2005,mms,2.53871541,0,0,10.15486164,33.00330033,0,5.07743082,0,0,0,0,0,0,0
156_August_5_2005_New_Delhi.txt,8/5/2005,mms,74.62686567,0,0,24.87562189,0,0,0,0,74.62686567,74.62686567,49.75124378,0,24.87562189,0
158_August_6_2005_New_Delhi.txt,8/6/2005,mms,0,0,0,16.55629139,16.55629139,0,0,0,0,0,0,0,0,0
157_August_7_2005_New_Delhi.txt,8/7/2005,mms,0,0,0,9.057971014,27.17391304,18.11594203,0,0,0,0,0,0,0,0
160_August_15_2005_New_Delhi.txt,8/15/2005,mms,5.751533742,9.58588957,3.834355828,0,40.2607362,23.00613497,5.751533742,9.58588957,1.917177914,9.585889571,21.08895706,0,1.917177914,0
162_August_20_2005_New_Delhi.txt,8/20/2005,mms,0,0,0,0,35.67181926,0,0,0,0,11.89060642,0,0,0,0
163_August_20_2005_New_Delhi.txt,8/20/2005,mms,0,0,0,0,20.18163471,0,0,0,0,0,0,0,0,0
164_August_21_2005_New_Delhi.txt,8/21/2005,mms,0,6.138735421,0,0,12.27747084,6.138735421,6.138735421,6.138735421,0,0,12.27747084,0,0,0
165_August_23_2005_New_Delhi.txt,8/23/2005,mms,0,0,7.98084597,0,15.96169194,7.98084597,0,15.96169194,0,31.92338388,0,7.98084597,0,0
167_August_24_2005_New_Delhi.txt,8/24/2005,mms,12.57466206,12.57466206,0,31.43665514,6.287331028,53.44231374,6.287331028,0,0,6.287331028,22.00565859,0,0,0
166_August_25_2005_New_Delhi.txt,8/25/2005,mms,0,0,0,5.834305718,64.17736289,0,0,23.33722288,0,5.834305718,0,0,0,0
169_August_28_2005_Kabul.txt,8/28/2005,mms,0,0,0,0,39.44773176,0,0,0,0,157.790927,0,0,0,0
170_August_28_2005_Kabul.txt,8/28/2005,mms,0,0,0,0,27.54820937,27.54820937,0,0,0,0,0,0,0,0
173_August_28_2005_Kabul.txt,8/28/2005,mms,19.84126984,19.84126984,0,0,59.52380952,0,0,0,0,0,0,0,0,0
171_August_29_2005_Kabul.txt,8/29/2005,mms,0,0,0,0,19.60784314,0,0,0,0,0,0,0,0,0
172_August_30_2005_New_Delhi.txt,8/30/2005,mms,0,0,0,0,0,18.95734597,0,0,9.478672986,0,0,9.478672986,0,18.95734597
168_August_31_2005_New_Delhi.txt,8/31/2005,mms,0,0,0,7.736943907,42.55319149,7.736943907,3.868471954,3.868471954,0,11.60541586,0,0,7.736943908,0
174_August_31_2005_New_Delhi.txt,8/31/2005,mms,0,0,0,0,40.48582996,0,0,0,0,26.99055331,0,0,0,0
175_September_1_2005_Lucknow.txt,9/1/2005,mms,0,5.227391532,0,26.13695766,26.13695765,5.227391532,15.68217459,0,0,0,115.0026137,0,0,0
176_September_1_2005_New_Delhi.txt,9/1/2005,mms,9.581603322,0,0,3.193867774,25.55094219,3.193867774,0,3.193867774,3.193867774,3.193867774,3.193867774,0,0,6.387735548
177_September_3_2005_Kerala.txt,9/3/2005,mms,0,0,0,0,27.34731085,9.115770283,0,0,0,0,0,0,9.115770283,18.23154057
178_September_3_2005_Trivandrum.txt,9/3/2005,mms,0,0,0,0,0,0,27.77777778,0,0,0,0,13.88888889,0,0
180_September_3_2005_Chennai.txt,9/3/2005,mms,0,0,0,0,17.21170396,0,0,0,0,0,0,0,0,0
181_September_3_2005_Chennai.txt,9/3/2005,mms,0,0,0,10.44932079,52.24660397,0,0,0,0,0,156.7398119,0,0,0
182_September_7_2005_New_Delhi.txt,9/7/2005,mms,15.40832049,0,0,0,15.40832049,0,0,15.40832049,0,0,0,0,0,0
183_September_7_2005_New_Delhi.txt,9/7/2005,mms,3.829950211,3.829950211,0,11.48985063,30.63960168,3.829950211,3.829950211,7.659900422,0,7.659900421,22.97970126,0,0,0
184_September_8_2005_New_Delhi.txt,9/8/2005,mms,15.24390244,0,0,0,15.24390244,0,0,45.73170732,0,15.24390244,0,0,0,0
185_September_9_2005_New_Delhi.txt,9/9/2005,mms,0,62.25240521,0,16.97792869,16.97792869,0,11.31861913,0,0,0,0,0,0,5.659309564
186_September_12_2005_Paris.txt,9/12/2005,mms,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187_September_14_2005_New_York.txt,9/14/2005,mms,0,0,0,0,26.66666666,0,0,0,0,0,0,0,0,0
188_September_15_2005_New_York.txt,9/15/2005,mms,23.12138728,0,0,0,46.24277457,11.56069364,11.56069364,23.12138728,0,0,0,0,0,0
189_September_16_2005_New_York.txt,9/16/2005,mms,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190_September_21_2005_Sriharikota.txt,9/21/2005,mms,6.485084306,12.97016861,0,0,38.91050584,0,0,0,0,0,0,0,0,0
191_September_24_2005_Chandigarh.txt,9/24/2005,mms,0,21.9138057,0,14.6092038,36.5230095,7.304601899,0,0,0,7.304601899,0,0,0,0
192_September_24_2005_Chandigarh.txt,9/24/2005,mms,8.196721311,16.39344262,0,24.59016393,49.18032787,16.39344262,0,0,0,24.59016393,0,0,0,0
193_September_24_2005_Chandigarh.txt,9/24/2005,mms,14.24501425,0,0,7.122507123,21.36752137,7.122507123,0,7.122507123,0,0,7.122507123,0,7.122507123,0
